"","ESP_CAT_0_10","ESP_CAT_0_10_CEC","ESP_CAT_0_10_Cs","ESP_CAT_0_10_CUP","ESP_CAT_0_10_ERC","ESP_CAT_0_10_JXCAT","ESP_CAT_0_10_PPC","ESP_CAT_0_10_PSC","ESP_CAT_0_10_VOX","IDEOL_0_10","IDEOL_0_10_CEC","IDEOL_0_10_Cs","IDEOL_0_10_CUP","IDEOL_0_10_ERC","IDEOL_0_10_JXCAT","IDEOL_0_10_PPC","IDEOL_0_10_PSC","IDEOL_0_10_VOX","RISCOS","SIMPATIA_CEC_0_10","SIMPATIA_CONTRARIS_FEMINISME_0_10","SIMPATIA_Cs_0_10","SIMPATIA_CUP_0_10","SIMPATIA_DRETES_0_10","SIMPATIA_ERC_0_10","SIMPATIA_ESQUERRES_0_10","SIMPATIA_FEMINISTES_0_10","SIMPATIA_INDEPENDENTISTES_0_10","SIMPATIA_JXCAT_0_10","SIMPATIA_PP_0_10","SIMPATIA_PSC_0_10","SIMPATIA_UNIONISTES_0_10","SIMPATIA_VOTANTS_CEC_0_10","SIMPATIA_VOTANTS_Cs_0_10","SIMPATIA_VOTANTS_CUP_0_10","SIMPATIA_VOTANTS_ERC_0_10","SIMPATIA_VOTANTS_JXCAT_0_10","SIMPATIA_VOTANTS_PP_0_10","SIMPATIA_VOTANTS_PSC_0_10","SIMPATIA_VOTANTS_VOX_0_10","SIMPATIA_VOX_0_10","VAL_C_PUIGDEMONT","VAL_GOV_CAT","VAL_GOV_ESP","VAL_I_ARRIMADAS","VAL_O_JUNQUERAS","Clusters"
"1",7,3,3,7,7,6,4,7,3,6,3,3,6,7,6,4,6,2,7,3,4,2,3,4,7,7,7,5,4,3,6,4,2,2,3,7,5,3,6,2,2,7,7,5,7,8,"2"
"2",5,5,5,5,5,5,0,5,0,8,3,6,5,3,8,0,5,0,5,5,0,6,3,5,3,3,8,7,7,2,5,7,6,5,3,3,9,3,9,0,0,4,3,3,5,4,"2"
"3",5,7,3,6,8,7,2,7,0,5,4,6,5,4,4,8,4,10,8,4,3,0,3,4,5,5,5,5,5,0,5,5,5,3,5,6,5,4,5,0,0,7,5,5,1,7,"2"
"4",8,6,1,7,7,8,3,7,0,4,6,8,2,4,5,5,5,10,5,5,2,0,4,1,7,9,7,8,5,1,3,0,4,0,4,7,4,2,3,0,0,6,5,5,0,5,"3"
"5",10,7,0,7,9,9,0,3,0,0,7,10,7,5,4,10,7,10,0,0,0,0,0,0,10,8,8,10,10,0,0,0,6,0,5,8,6,0,0,0,0,5,0,0,0,8,"3"
"6",5,5,4,9,8,7,4,5,4,2,3,7,1,2,6,7,6,9,7,7,0,3,7,3,7,9,7,5,3,0,3,5,7,5,7,7,5,4,5,4,0,4,6,6,4,8,"2"
"7",10,5,0,10,9,9,0,3,0,3,2,9,0,3,9,10,7,10,0,8,0,0,8,5,10,8,8,8,7,0,4,0,6,0,10,6,7,0,4,0,0,10,5,4,0,10,"3"
"8",7,8,2,9,10,9,0,4,0,7,7,4,6,0,8,10,3,1,6,2,2,0,5,7,9,10,10,10,9,0,4,4,5,2,8,10,10,0,4,0,0,10,5,5,4,10,"3"
"9",10,5,0,10,9,8,0,3,0,0,4,10,0,2,3,10,7,10,8,3,0,0,7,0,5,8,10,10,5,0,0,0,5,0,8,8,8,0,3,0,0,8,4,2,0,8,"3"
"10",7,4,0,9,8,5,1,2,0,4,3,10,2,5,8,9,6,10,4,7,1,0,4,5,9,9,8,7,6,3,6,5,7,0,4,8,5,3,6,1,1,2,7,4,1,8,"3"
"11",6,2,2,6,4,4,1,5,0,5,5,5,5,5,6,5,5,10,6,5,4,3,5,5,5,5,5,6,6,4,4,4,5,4,5,5,5,4,5,3,0,7,6,6,3,7,"2"
"12",5,2,7,10,10,10,7,5,8,7,0,6,0,2,10,7,4,9,5,0,2,7,0,6,0,5,5,0,0,10,0,7,0,6,0,4,0,8,4,6,4,0,3,0,7,2,"1"
"13",10,3,0,6,5,6,0,2,0,5,6,10,2,5,6,9,5,10,10,0,0,0,4,2,2,6,6,10,5,0,0,0,0,0,4,4,4,0,0,0,0,5,0,0,0,3,"3"
"14",10,4,9,1,2,1,9,8,10,2,5,9,2,3,3,9,5,10,9,6,0,0,7,0,7,9,9,9,7,0,5,0,5,1,8,8,7,2,5,0,0,8,6,3,1,8,"3"
"15",8,5,0,8,9,5,0,2,0,3,2,9,2,3,5,8,5,10,3,7,0,2,7,3,8,8,8,8,5,0,3,3,7,2,7,8,5,0,5,0,0,7,4,2,0,8,"3"
"16",4,7,1,10,9,10,1,1,0,6,5,5,0,1,5,6,5,10,6,0,0,7,0,5,2,4,8,0,0,4,6,6,1,8,0,0,2,6,6,0,0,0,3,4,8,0,"1"
"17",6,4,0,10,9,8,0,3,0,4,3,8,1,3,7,8,5,8,6,6,4,0,6,6,7,7,6,6,6,0,4,3,5,0,5,7,7,2,4,1,1,4,5,4,0,5,"3"
"18",10,5,0,10,4,8,0,1,0,6,4,10,1,7,6,10,8,10,8,5,0,0,6,5,0,7,7,8,8,0,5,5,0,0,0,0,7,0,0,0,0,10,0,0,0,0,"3"
"19",5,5,3,10,7,7,2,5,0,4,5,5,0,2,5,7,3,10,8,2,5,2,0,8,5,3,2,2,5,0,8,5,5,5,5,8,5,5,5,1,0,0,5,5,5,4,"2"
"20",4,6,3,9,7,8,2,6,0,4,2,6,2,3,5,7,4,8,8,6,4,4,3,6,6,8,8,7,5,3,7,5,6,6,5,7,5,6,7,4,0,4,8,8,5,7,"2"
"21",9,6,0,10,7,7,0,3,0,4,5,8,3,4,6,9,5,10,4,5,0,0,8,1,8,5,10,10,7,1,5,3,4,0,7,8,6,0,5,0,0,7,7,6,0,8,"3"
"22",8,6,3,8,8,8,3,5,0,4,4,7,2,4,5,6,4,10,6,5,2,0,5,6,7,7,7,9,6,4,5,4,7,3,4,9,7,4,5,1,0,8,7,4,0,8,"3"
"23",10,5,0,0,7,5,0,4,0,4,5,9,3,5,5,10,6,10,0,5,0,0,4,0,5,9,4,9,5,0,4,0,5,0,7,8,5,0,5,0,0,7,4,4,0,9,"3"
"24",5,5,0,10,5,10,0,5,0,5,3,8,4,3,5,9,5,10,5,8,3,0,5,5,8,5,5,3,0,0,5,3,5,0,5,5,5,0,5,0,0,5,0,2,5,5,"2"
"25",9,2,0,10,6,10,0,3,0,7,5,4,2,6,3,9,5,10,6,5,5,2,5,5,6,6,7,6,7,2,4,6,6,6,6,6,7,6,6,6,0,7,4,3,3,6,"2"
"26",7,7,2,9,8,7,3,5,0,1,2,9,1,5,8,8,4,10,3,9,1,2,6,3,4,9,9,9,2,1,6,3,9,1,8,4,3,2,6,0,0,2,3,8,3,6,"2"
"27",6,6,2,7,7,6,1,6,0,5,5,8,3,5,3,8,5,10,4,3,0,0,4,0,3,7,7,6,4,0,4,0,7,0,7,7,6,0,6,0,0,4,4,3,0,5,"3"
"28",5,2,4,8,2,7,1,1,5,5,5,7,7,2,4,10,2,5,6,2,6,2,5,5,5,5,2,5,4,0,2,5,5,5,5,5,5,0,2,6,8,3,4,2,2,5,"2"
"29",9,6,3,8,8,8,3,5,0,5,5,7,4,4,4,7,6,10,7,7,5,1,7,5,5,7,5,7,8,4,8,4,5,5,5,5,5,5,5,3,0,7,4,2,5,6,"2"
"30",10,5,3,6,10,10,0,5,0,5,6,5,10,3,3,10,5,10,5,2,3,0,3,0,5,6,5,7,8,0,1,0,3,5,0,5,8,0,5,0,0,8,4,1,0,6,"3"
"31",8,7,0,9,9,8,0,8,0,7,3,10,3,3,3,5,5,5,10,6,3,0,10,3,8,8,8,7,7,2,8,2,5,1,8,8,5,2,4,1,0,2,4,5,0,8,"3"
"32",7,7,3,9,8,7,2,4,0,3,4,7,2,4,4,8,7,10,5,5,5,2,5,5,7,9,6,8,5,3,4,3,5,2,5,9,8,2,5,0,0,8,4,3,1,8,"3"
"33",7,2,2,10,10,7,0,0,0,3,8,9,0,2,5,9,5,10,7,2,0,0,5,4,4,7,5,9,6,0,0,3,3,1,5,6,5,1,3,1,0,8,5,3,0,8,"3"
"34",10,9,0,8,8,8,0,9,0,8,8,10,8,5,5,10,9,10,8,1,2,0,1,1,8,10,8,10,8,0,0,1,8,7,7,10,10,8,7,0,0,10,8,5,1,10,"3"
"35",10,5,0,10,10,10,0,3,0,7,2,8,0,2,5,9,2,10,7,6,0,0,8,3,7,10,10,10,5,0,5,3,10,0,10,10,8,0,8,0,0,8,3,3,0,10,"3"
"36",7,7,1,9,8,8,1,4,0,4,4,9,2,7,8,9,5,10,8,7,0,0,5,2,3,7,10,6,1,1,6,3,8,1,7,2,3,1,5,0,0,1,1,5,1,0,"2"
"37",0,2,1,10,7,10,4,3,0,5,0,6,0,3,0,3,0,0,3,0,0,9,0,2,0,8,0,0,0,0,0,10,1,8,0,0,0,0,2,0,0,0,0,3,5,0,"1"
"38",5,5,1,4,10,9,1,5,0,5,5,2,3,4,10,10,5,10,8,5,2,0,0,0,3,5,5,1,0,1,5,6,5,2,3,3,2,1,5,0,0,0,3,5,2,2,"2"
"39",10,5,0,10,10,6,0,5,0,1,4,9,0,0,5,10,4,10,5,6,4,3,6,2,7,7,5,6,6,0,3,3,6,0,6,7,5,0,7,0,0,6,5,5,0,7,"3"
"40",7,6,0,7,4,6,0,4,0,5,5,10,3,6,5,10,6,10,5,5,0,0,3,4,6,5,5,4,5,1,6,4,5,0,3,5,4,0,6,0,0,4,5,4,0,6,"3"
"41",10,6,0,7,8,6,0,5,0,3,3,10,6,1,3,10,4,10,3,5,9,0,3,4,7,9,8,9,5,0,4,5,7,0,7,9,7,0,7,0,0,8,6,4,7,8,"3"
"42",10,5,2,10,7,8,3,5,0,4,6,10,3,5,4,8,6,10,6,4,1,0,7,1,6,7,8,9,9,1,6,0,5,1,6,5,7,2,4,0,0,7,6,5,1,6,"3"
"43",5,7,0,10,9,9,0,6,0,5,2,8,4,4,8,9,4,10,8,5,3,0,3,3,6,8,8,6,3,2,6,3,6,0,3,5,3,0,7,0,0,0,5,6,0,6,"2"
"44",7,6,5,9,5,8,0,6,0,1,5,6,1,3,3,10,8,10,8,5,2,3,8,0,6,8,8,5,4,0,0,7,5,2,10,5,5,0,1,0,1,6,4,4,3,7,"3"
"45",8,5,0,9,8,7,1,2,0,3,4,9,2,4,6,9,7,10,6,5,0,0,4,1,8,9,8,5,6,0,5,0,6,0,5,9,5,1,5,0,0,5,5,5,0,7,"3"
"46",10,5,0,9,10,10,0,5,0,0,8,10,0,0,0,10,7,9,9,2,0,0,0,0,3,10,10,10,9,0,3,0,4,0,0,10,10,0,5,0,0,10,7,6,3,10,"3"
"47",2,6,3,10,6,10,2,6,0,5,3,3,0,3,7,3,6,3,5,3,2,3,0,6,5,4,6,10,7,3,3,0,4,3,0,5,10,3,5,0,3,10,5,0,3,4,"2"
"48",10,7,1,6,7,6,1,2,0,0,4,9,3,3,5,8,4,10,4,5,0,0,6,0,7,8,10,10,3,0,5,0,8,3,8,10,10,5,5,5,0,5,4,4,1,5,"3"
"49",4,10,5,10,10,10,4,5,5,5,0,5,0,0,0,6,5,5,6,0,0,5,0,6,0,5,5,0,0,6,3,6,3,3,0,0,0,6,4,3,5,0,6,6,0,0,"1"
"50",5,2,4,10,10,0,5,5,0,1,2,3,0,0,0,6,5,0,6,3,7,2,0,6,0,2,6,0,0,5,4,7,2,5,0,0,0,6,5,4,0,0,0,5,6,0,"1"
"51",10,8,0,9,9,7,0,0,0,5,0,6,0,5,9,6,5,9,10,3,2,0,0,0,7,5,0,6,0,0,1,0,5,5,5,5,5,5,5,5,0,0,6,6,0,1,"2"
"52",5,4,3,9,9,8,2,4,0,2,4,8,1,6,8,9,6,10,5,8,0,3,5,4,6,10,10,3,2,2,4,2,7,4,7,5,3,3,5,0,0,0,3,3,3,3,"2"
"53",6,4,2,8,10,9,2,3,0,4,6,8,3,3,6,8,4,10,5,2,2,1,5,5,7,8,8,8,7,2,3,6,6,4,7,8,8,2,5,0,0,6,7,4,2,8,"3"
"54",9,6,0,9,8,8,0,4,0,2,2,8,0,3,5,9,5,10,3,6,0,0,7,3,7,10,10,9,6,1,6,0,6,0,9,9,6,2,6,0,0,6,6,6,0,7,"3"
"55",4,5,2,10,9,9,3,5,0,5,8,6,2,3,8,7,5,9,3,6,0,4,0,4,0,10,10,0,0,1,8,8,5,4,1,1,0,4,10,1,0,0,6,7,3,0,"2"
"56",8,8,0,10,8,5,0,1,0,3,2,10,0,4,6,10,6,10,0,5,0,0,4,0,10,10,10,7,5,0,4,0,8,0,10,10,8,0,0,0,0,0,0,0,0,8,"3"
"57",5,6,6,10,10,10,0,5,0,5,5,5,0,0,6,8,5,10,10,1,0,0,0,4,0,5,6,5,0,0,0,10,5,5,5,5,5,5,5,5,7,0,5,5,5,0,"1"
"58",10,8,6,2,5,9,2,2,1,4,6,5,6,4,4,6,8,10,8,5,5,3,2,7,3,6,5,7,7,1,3,9,5,7,1,6,10,3,3,1,0,6,6,3,5,6,"2"
"59",7,9,1,7,9,8,1,2,0,6,3,7,2,4,3,9,6,10,5,5,5,0,3,5,7,5,6,5,4,0,1,1,6,5,4,6,6,5,5,1,0,7,4,2,0,9,"3"
"60",3,10,0,8,10,10,0,0,0,2,3,10,0,3,5,10,8,10,10,0,0,0,5,0,1,10,5,7,0,0,0,0,0,0,7,7,7,0,0,5,0,4,4,0,0,5,"3"
"61",2,7,4,8,8,8,0,1,0,3,7,5,8,4,5,9,3,10,5,0,1,3,1,6,0,5,9,5,1,2,5,10,4,6,4,5,4,5,8,0,0,1,8,8,5,4,"2"
"62",5,6,5,10,8,10,1,5,0,5,1,5,0,2,8,8,4,10,9,3,0,6,1,7,0,7,5,7,1,7,7,7,7,7,7,7,7,7,7,7,0,0,5,6,5,5,"2"
"63",5,4,2,10,10,8,0,3,0,5,4,8,0,0,5,7,3,10,8,4,3,2,2,3,4,5,5,3,5,2,3,3,5,5,5,5,5,5,5,5,2,3,5,4,3,2,"2"
"64",5,5,0,9,9,9,0,6,0,5,2,8,1,3,2,10,4,10,5,4,10,0,0,10,4,10,10,10,2,0,5,10,10,10,10,10,10,10,10,5,0,0,4,4,0,2,"2"
"65",9,5,5,8,8,5,3,5,0,2,5,8,0,2,5,7,5,10,7,2,5,0,5,5,10,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,0,5,5,1,5,5,"2"
"66",9,5,0,8,6,8,0,3,0,3,3,10,2,3,4,10,7,10,6,4,3,0,7,2,7,8,8,10,7,0,4,0,6,0,8,8,10,2,6,0,0,10,4,2,0,7,"3"
"67",10,5,0,10,10,9,0,5,0,0,5,10,0,0,2,10,8,10,0,6,0,0,7,3,10,10,8,10,4,0,3,7,6,0,7,10,6,0,4,0,0,5,0,0,0,10,"3"
"68",10,7,0,9,7,5,0,5,0,3,4,10,1,3,4,9,4,10,8,5,0,0,0,0,6,5,5,5,4,0,3,5,5,0,5,5,5,0,5,0,0,6,5,3,0,7,"3"
"69",5,5,3,7,7,7,1,3,0,6,4,8,5,2,6,8,4,10,3,3,4,6,4,8,4,5,7,3,5,8,5,7,5,7,3,4,4,8,7,2,0,0,5,4,7,2,"2"
"70",10,3,0,10,5,9,0,2,0,5,5,10,2,5,6,10,8,10,3,2,2,0,8,4,5,5,9,9,8,0,1,3,6,0,8,5,8,2,3,0,0,10,4,4,0,4,"3"
"71",5,7,4,7,7,7,2,5,1,5,3,8,3,2,6,8,4,9,6,0,3,0,0,5,0,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,0,3,0,0,1,4,"1"
"72",10,1,0,3,5,8,0,0,0,4,2,10,4,2,2,10,10,10,7,0,0,0,5,0,0,1,6,10,6,0,0,0,0,0,5,0,10,0,0,0,0,9,0,0,0,0,"3"
"73",10,4,0,10,9,7,0,2,0,5,4,10,0,0,5,10,4,10,8,4,1,0,5,0,8,8,8,8,10,0,3,0,3,0,6,10,10,0,6,0,0,10,4,2,0,10,"3"
"74",7,5,1,9,8,8,0,5,0,5,4,9,2,4,6,9,7,10,6,6,0,0,8,5,7,8,8,8,8,0,4,6,6,1,8,6,7,3,6,0,0,6,4,2,0,5,"3"
"75",8,5,1,9,10,9,0,5,0,2,4,9,0,2,3,10,5,10,2,8,0,0,7,0,8,9,10,10,5,0,5,0,9,0,8,9,6,0,5,0,0,2,7,5,8,3,"3"
"76",10,5,0,8,9,9,0,0,0,2,3,10,2,3,6,10,9,10,7,4,0,0,7,0,7,10,9,9,4,0,0,0,8,0,9,9,0,0,0,0,0,5,3,0,0,6,"3"
"77",8,3,0,10,10,6,1,3,0,0,3,7,0,0,6,8,7,10,8,6,0,0,10,8,10,8,8,8,4,0,5,8,8,8,8,8,8,8,8,8,0,4,4,2,2,10,"3"
"78",9,5,0,5,10,7,0,5,0,2,3,10,10,1,5,10,7,10,9,5,0,0,5,0,10,9,9,9,7,0,5,8,8,5,8,10,8,8,8,0,0,7,7,7,0,8,"3"
"79",0,3,2,10,9,10,0,4,0,2,1,6,2,3,8,9,5,10,4,5,0,6,0,0,4,4,4,0,0,0,7,6,4,6,0,3,0,2,6,0,0,0,2,5,6,2,"2"
"80",5,5,0,10,10,10,0,3,0,2,5,10,3,4,5,10,8,10,7,3,0,0,3,0,3,5,10,2,3,0,3,3,7,0,5,5,5,0,5,0,0,7,5,5,0,5,"3"
"81",7,7,1,10,9,7,0,4,0,2,2,9,1,3,6,9,4,10,9,7,0,1,7,5,7,10,10,7,5,1,5,5,7,1,7,7,5,1,5,0,0,4,6,6,1,6,"3"
"82",8,5,0,10,9,10,0,5,0,3,5,8,1,2,6,8,5,10,7,5,2,0,4,3,8,7,7,7,7,0,6,3,5,2,5,8,7,3,6,1,0,8,5,3,3,8,"3"
"83",5,7,2,8,8,7,3,6,0,5,5,5,2,2,5,3,6,10,5,2,2,2,2,4,2,6,3,3,2,1,3,5,3,2,2,3,3,2,6,2,0,1,4,7,4,5,"2"
"84",7,3,0,9,4,8,1,1,0,3,5,9,2,5,4,8,8,10,7,4,2,1,6,2,6,7,7,8,6,2,2,4,4,2,6,5,5,2,3,2,0,7,4,2,0,5,"3"
"85",5,5,0,10,9,9,0,3,0,0,5,9,2,6,8,9,5,10,8,7,0,0,6,0,1,8,9,2,3,0,4,2,6,3,8,7,4,4,6,0,0,0,0,5,0,5,"3"
"86",7,5,0,10,10,10,0,4,0,0,3,10,0,7,7,9,6,10,8,8,0,0,8,3,5,8,10,6,4,0,5,4,7,4,8,5,5,1,5,0,0,4,6,5,4,7,"3"
"87",6,5,1,10,5,8,1,5,0,5,4,9,2,3,5,8,4,10,5,5,4,0,4,5,6,7,5,8,6,0,5,8,6,3,4,8,7,5,5,0,0,8,4,4,0,7,"3"
"88",10,6,0,9,9,6,0,6,0,4,1,8,1,1,3,10,3,10,6,5,0,0,8,2,9,10,10,10,8,0,4,4,6,0,9,9,8,0,8,0,0,9,4,3,0,9,"3"
"89",4,6,5,8,9,7,3,8,2,7,0,6,1,4,4,8,3,9,4,0,7,6,1,5,2,4,2,4,3,4,2,8,2,6,3,4,3,5,6,6,5,0,4,3,3,2,"1"
"90",7,6,2,10,8,7,2,5,0,5,3,8,4,3,7,8,5,10,9,7,0,0,4,3,6,6,10,7,5,1,5,2,6,2,6,7,5,3,5,0,0,5,6,5,2,7,"3"
"91",10,3,0,9,9,9,0,2,0,2,3,10,10,1,6,10,7,10,8,7,0,0,7,5,9,8,7,8,6,0,4,1,8,0,9,9,9,0,5,0,0,9,7,0,0,9,"3"
"92",10,7,2,9,9,6,1,2,0,3,1,8,1,1,4,8,6,10,7,7,3,2,6,1,9,9,8,9,5,1,5,4,6,3,7,9,6,2,6,0,0,9,7,2,0,9,"3"
"93",9,4,3,7,5,5,0,1,0,2,5,10,3,7,5,10,10,10,2,7,0,0,8,5,5,9,8,10,3,0,2,2,8,2,10,9,7,0,0,0,0,7,0,0,0,8,"3"
"94",7,8,0,9,8,8,0,7,0,3,2,10,1,3,7,9,7,10,5,6,0,0,8,5,8,8,9,4,2,0,5,0,3,0,4,6,3,1,3,0,0,4,4,6,1,6,"3"
"95",10,7,0,10,9,8,0,3,0,3,5,10,0,0,1,10,3,10,8,2,0,0,10,0,8,8,10,10,6,0,0,0,4,0,10,9,6,0,0,0,0,10,5,3,0,10,"3"
"96",10,9,0,10,10,10,0,5,0,3,3,10,2,3,5,10,7,10,7,8,1,0,8,1,9,8,8,9,9,0,5,1,9,0,9,9,9,0,6,0,0,10,5,3,0,8,"3"
"97",0,10,5,10,10,9,4,6,0,6,1,5,0,3,2,6,4,9,5,0,2,7,0,10,0,5,5,0,0,10,1,10,0,6,0,3,0,10,5,5,6,0,1,1,5,0,"1"
"98",8,8,9,8,10,7,0,5,0,3,2,9,0,2,5,9,5,10,0,0,0,0,5,0,7,8,6,6,3,0,5,0,7,0,7,7,4,0,6,0,0,3,3,3,2,8,"3"
"99",5,3,6,10,7,6,10,5,0,6,2,6,0,4,7,8,5,10,0,1,0,0,0,0,4,3,5,0,2,0,6,5,3,0,0,3,0,0,5,0,0,0,4,5,0,3,"2"
"100",5,5,0,10,7,8,0,5,0,1,2,9,0,3,8,10,7,10,9,10,1,0,4,2,8,8,7,5,2,0,3,1,10,0,2,4,1,0,3,0,0,0,2,8,0,5,"3"
"101",8,3,0,9,6,6,0,2,0,3,5,10,1,4,2,10,9,10,7,7,0,0,9,5,4,7,7,7,7,0,0,3,3,2,5,4,6,3,2,0,0,8,4,4,0,4,"3"
"102",6,6,3,10,8,6,1,4,0,2,3,7,0,1,4,8,4,10,5,5,1,3,4,1,5,7,8,7,6,2,4,0,4,3,1,6,5,1,6,0,0,8,4,2,7,9,"3"
"103",7,6,0,9,7,7,1,3,0,3,2,10,2,3,7,10,8,10,7,7,0,0,10,0,9,8,10,8,8,0,4,2,8,0,10,8,7,2,2,0,0,8,7,2,2,9,"3"
"104",8,4,1,10,9,9,1,3,0,2,5,9,0,1,8,10,6,10,6,5,0,0,5,0,9,10,10,10,7,0,5,0,6,4,8,8,8,5,6,1,0,8,6,6,0,8,"3"
"105",10,5,1,10,10,10,0,3,0,5,2,8,0,3,7,8,3,10,8,6,2,0,4,7,4,7,7,7,9,0,3,5,6,3,4,7,8,3,6,0,0,7,3,6,0,5,"3"
"106",10,7,1,10,5,9,1,3,0,5,5,9,4,7,6,10,8,10,0,2,0,0,3,5,2,5,5,10,5,0,2,4,5,0,8,5,9,4,5,0,0,9,5,5,0,4,"3"
"107",9,5,0,7,7,5,1,5,0,2,3,10,1,5,4,10,4,10,6,6,2,0,8,4,8,9,9,9,6,0,6,3,7,0,7,9,6,2,5,0,0,5,6,4,1,8,"3"
"108",10,6,0,7,8,8,0,2,0,5,3,10,3,5,7,10,7,10,7,6,0,0,6,0,8,10,7,10,7,0,2,0,5,0,7,10,7,0,2,0,0,7,7,4,0,10,"3"
"109",5,6,0,10,8,10,0,3,0,5,5,10,0,3,3,10,8,10,6,5,0,0,5,0,6,5,5,5,6,0,5,0,6,0,3,6,5,0,6,0,0,0,5,5,0,8,"3"
"110",10,7,10,2,4,1,10,7,10,5,4,10,3,6,5,9,7,10,10,2,2,0,3,3,3,4,4,8,5,1,0,0,2,1,2,3,7,2,0,0,0,7,5,1,0,3,"2"
"111",10,8,0,10,10,10,0,6,0,0,0,10,0,0,0,10,5,10,5,9,0,0,10,0,10,10,10,10,9,0,6,0,8,0,10,10,10,0,5,0,0,10,6,5,0,10,"3"
"112",5,5,6,5,9,8,2,5,7,5,5,5,3,3,4,8,5,5,5,0,8,6,0,4,0,8,8,0,0,8,0,10,5,5,5,5,5,10,3,5,7,0,0,1,5,0,"1"
"113",10,0,0,0,10,10,0,0,0,3,2,10,0,0,0,10,9,10,10,0,0,0,10,0,10,10,5,10,10,0,0,0,5,0,5,10,5,0,5,0,0,10,10,0,0,10,"3"
"114",5,4,1,9,7,6,2,4,1,4,4,8,3,7,7,9,7,10,4,6,1,0,8,7,6,8,9,8,4,1,5,1,8,2,8,8,6,3,5,5,2,9,3,4,3,9,"3"
"115",6,5,0,10,10,10,1,4,0,3,3,8,2,4,6,7,5,10,8,7,3,2,4,5,7,8,7,8,7,4,6,5,7,3,7,8,8,4,8,3,0,8,6,7,0,7,"3"
"116",10,3,2,7,6,6,2,4,0,4,3,10,3,5,4,9,4,10,7,3,0,0,2,2,3,5,5,7,4,0,2,4,5,5,5,5,5,5,5,5,0,3,4,4,0,3,"2"
"117",5,5,5,8,6,7,4,5,1,3,2,5,9,5,2,6,4,10,7,2,4,5,1,5,3,6,8,1,3,4,8,6,3,5,4,4,5,5,7,3,2,1,4,6,5,4,"2"
"118",5,5,4,9,7,6,1,5,0,5,5,7,2,6,5,8,4,10,7,5,0,0,4,5,5,5,7,5,4,0,3,5,5,0,4,5,4,0,4,0,0,4,1,1,4,4,"2"
"119",10,5,1,10,10,10,0,0,0,2,5,7,0,2,1,10,9,10,10,4,0,3,6,3,6,8,7,10,6,2,3,0,5,2,7,7,8,2,5,0,1,5,3,0,2,7,"3"
"120",10,4,2,9,10,10,2,4,2,2,7,10,4,2,7,10,8,10,2,2,0,2,2,6,2,6,9,10,10,0,0,2,2,1,8,5,10,2,2,0,0,10,6,1,2,6,"3"
"121",10,7,0,10,10,10,0,5,0,3,5,0,4,0,3,2,5,10,4,6,0,0,7,0,9,10,10,10,7,4,5,5,5,0,0,10,6,5,5,0,0,7,3,0,0,10,"3"
"122",5,7,0,10,9,9,0,3,0,4,6,2,1,4,7,2,4,10,8,5,0,2,3,2,7,8,8,7,7,4,8,2,7,2,2,7,7,2,9,0,0,8,6,8,2,9,"2"
"123",5,7,3,10,6,9,2,5,0,4,4,5,3,4,3,9,5,10,9,7,0,5,5,8,6,6,6,0,7,5,8,10,5,5,4,8,5,5,10,0,0,0,6,6,9,10,"2"
"124",8,6,1,9,9,6,2,6,0,3,4,8,3,4,8,9,5,9,8,6,1,2,7,4,6,7,9,8,7,2,8,4,8,4,8,9,7,4,7,1,0,5,6,7,4,8,"3"
"125",8,5,3,9,9,8,2,7,1,6,2,8,2,6,8,9,7,10,5,5,4,5,3,4,4,9,8,4,4,3,8,7,6,6,2,5,3,4,8,2,1,5,5,7,6,3,"2"
"126",8,4,1,7,7,6,2,5,0,2,4,8,2,3,4,8,5,10,4,5,0,0,7,1,7,8,10,7,6,0,5,4,5,2,7,7,6,2,6,0,0,6,4,2,2,8,"3"
"127",10,5,0,2,8,10,0,2,0,5,6,8,4,4,2,8,8,10,8,6,0,0,8,0,6,10,10,10,10,0,4,0,5,0,5,5,10,5,5,0,0,10,4,4,0,5,"3"
"128",6,7,5,7,10,5,10,8,0,4,5,5,2,4,8,10,5,10,8,3,4,0,2,7,6,7,4,5,3,10,3,5,3,0,0,7,4,1,5,0,10,0,1,0,0,7,"1"
"129",10,4,0,10,10,10,0,0,0,0,4,10,0,0,4,10,9,10,5,2,0,0,6,0,5,10,10,10,5,0,1,0,6,0,6,6,6,0,3,0,0,10,5,0,0,5,"3"
"130",6,5,4,5,6,6,5,5,0,2,1,0,2,1,2,3,3,0,10,1,0,0,5,0,3,4,5,4,4,0,3,0,7,5,9,5,6,3,6,0,0,0,6,4,0,0,"2"
"131",10,6,0,9,6,8,0,2,0,5,3,10,3,2,5,10,4,10,5,5,0,0,8,4,8,8,10,10,10,0,2,3,4,0,5,9,10,0,3,0,0,10,5,5,0,9,"3"
"132",1,10,7,10,10,10,5,8,1,8,1,4,1,1,1,8,1,9,10,0,0,7,0,8,0,0,0,0,0,10,0,9,0,6,0,0,0,9,0,10,8,0,3,2,6,0,"1"
"133",0,8,1,10,10,10,1,1,0,5,4,2,10,3,9,9,0,10,10,0,0,2,0,0,7,10,10,0,3,1,8,8,2,4,1,5,0,0,10,0,0,0,5,6,5,4,"2"
