"PERSONES_LLAR","PROVINCIA","HABITAT","COMARCA","CIUTADANIA","SEXE","EDAT","LLOC_NAIX","SIT_ECO_PERSONAL","INF_POL_DIARI_FREQ","INF_POL_TV_FREQ","INF_POL_RADIO_FREQ","INF_POL_XARXES_FREQ","INF_POL_CONEGUTS_FREQ","INF_POL_TV_CANAL","INF_POL_RADIO_EMISORA","INF_POL_PREMSA_DIARI","INF_POL_OBJ_CAP_OPOSICIO","INF_POL_OBJ_GOVERN_CAT","INF_POL_OBJ_RANG_ESCOLARITZACIO","INF_POL_OBJ_INI_ESCOLARITZACIO","INF_POL_OBJ_FI_ESCOLARITZACIO","COLLECTIU_DISCRIMINAT","LLOC_NAIX_PARE","LLOC_NAIX_MARE","GRUP_ETNIC","RELIGIO","SIT_LAB","ESTUDIS_1_15","GENERE","ORIENTACIO_SEXUAL","ESTAT_CIVIL","LLENGUA_PRIMERA","LLENGUA_IDENTIFICACIO","BENESTAR_COTXE_PROPI","BENESTAR_VACANCES","BENESTAR_SUPORT_LLAR","BENESTAR_PROPIETATS","BENESTAR_FACTURES","TIPUS_LLAR","INGRESSOS_1_15","DISCAPACITAT","Clusters"
2,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",36,"Catalunya","Igual","1-2 dies per setmana","Amb menys freqüència","Mai","1-2 dies per setmana","Amb menys freqüència","Antena 3","No escolta els informatius","El País","No ho sap","Aproximat","Aproximat","5","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","Educació secundaria (ESO, EGB, Graduat Escolar, Certificat d’Escolaritat, Batxillerat Elemental)","Home","Heterosexual","Solter/a","Català (valencià / balear)","Totes dues igual: català (valencià / balear) i castellà","No","Sí","No","No","No","Parella amb fills/es","De 5.001 a 6.000 €","No","2"
4,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania i una altra","Masculí",49,"Fora d'Espanya","Igual","3-4 dies per setmana","Tots els dies","Mai","Tots els dies","Mai","Altres canals estrangers","No escolta la ràdio / No té ràdio","La Vanguardia (castellà)","No ho sap","No ho sap","Aproximat","5","16","No","Fora d'Espanya","Fora d'Espanya","Blanc/a","Cristianisme evangèlic/protestant","Treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Casat/ada","Castellà","Castellà","No","Sí","No","No","No","Parella amb fills/es","De 4.001 a 4.500 €","No","2"
4,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",18,"Fora d'Espanya","Pitjor","3-4 dies per setmana","Tots els dies","Tots els dies","5-6 dies per setmana","1-2 dies per setmana","Antena 3","No ho sap","La Vanguardia (castellà)","No ho sap","No ho sap","Incorrecte","5","15","Sí","Fora d'Espanya","Fora d'Espanya","Llatí/ina","Catolicisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Solter/a","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","No","No","No","Parella amb fills/es","De 2.001 a 2.400 €","No","2"
2.70733137829912,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",55,"Catalunya","Igual","Tots els dies","Tots els dies","Mai","Tots els dies","Amb menys freqüència","La Sexta","No escolta la ràdio / No té ràdio","El Periódico (castellà)","No ho sap","No ho sap","Correcte","6","16","Sí","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Agnosticisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Homosexual (Gai/Lesbiana)","Parella de fet","Castellà","Castellà","No","Sí","No","No","No","No contesta","No contesta","No","3"
4,"Barcelona","10.001-50.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Masculí",49,"Catalunya","Pitjor","3-4 dies per setmana","Tots els dies","Mai","Mai","Amb menys freqüència","TV3","No escolta la ràdio / No té ràdio","Altres diaris autonòmics","Correcte","Incorrecte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","Màster oficial universitari (Especialitats mèdiques o equivalent)","Home","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","No","No","Parella amb fills/es","De 3.001 a 4.000 €","Sí","3"
4,"Barcelona","10.001-50.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Femení",46,"Catalunya","Millor","3-4 dies per setmana","3-4 dies per setmana","Mai","Tots els dies","1-2 dies per setmana","Canal 3/24","No escolta la ràdio / No té ràdio","El Periódico (castellà)","No ho sap","No ho sap","Incorrecte","6","14","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Màster oficial universitari (Especialitats mèdiques o equivalent)","Dona","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","No","Sí","No","Parella amb fills/es","De 3.001 a 4.000 €","No","3"
2,"Barcelona","10.001-50.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Femení",31,"Catalunya","Igual","3-4 dies per setmana","3-4 dies per setmana","Mai","Tots els dies","3-4 dies per setmana","Telecinco","No escolta la ràdio / No té ràdio","20 Minutos","No ho sap","No ho sap","Aproximat","3","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Dona","Heterosexual","Solter/a","Castellà","Castellà","Sí","Sí","No","No","No","Parella sense fills/es","De 2.001 a 2.400 €","No","1"
2,"Barcelona","10.001-50.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Masculí",49,"Altres comunitats autònomes","Pitjor","Tots els dies","Tots els dies","Tots els dies","1-2 dies per setmana","1-2 dies per setmana","Antena 3","RNE","El País","No ho sap","Incorrecte","Aproximat","3","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Agnosticisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Parella de fet","Castellà","Castellà","Sí","Sí","No","No","No","Parella sense fills/es","De 3.001 a 4.000 €","No","3"
1,"Barcelona","10.001-50.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Femení",48,"Catalunya","Millor","Tots els dies","Tots els dies","Mai","Tots els dies","1-2 dies per setmana","La Sexta","No escolta els informatius","El Periódico (català)","Correcte","Correcte","Aproximat","5","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","Treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Dona","Heterosexual","Solter/a","Castellà","Castellà","Sí","Sí","No","No","No","Jo sol/a","De 1.201 a 1.800 €","No","2"
6,"Barcelona","50.001-150.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Masculí",37,"Catalunya","Igual","Tots els dies","1-2 dies per setmana","Mai","Tots els dies","1-2 dies per setmana","TV3","No escolta la ràdio / No té ràdio","No té cap diari habitual","No ho sap","Incorrecte","Incorrecte","7","16","No","Catalunya","Catalunya","Blanc/a","Cap: Ateisme","Treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","Sí","No","Parella amb fills/es i altres familiars","No contesta","No","3"
2,"Barcelona","50.001-150.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Masculí",63,"Catalunya","Igual","Tots els dies","1-2 dies per setmana","Amb menys freqüència","Tots els dies","1-2 dies per setmana","TV3","Rac 1","El Periódico (català)","No ho sap","Incorrecte","Incorrecte","4","14","No","Catalunya","Catalunya","Blanc/a","Cap: Agnosticisme","No treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","No","No","Parella sense fills/es","De 3.001 a 4.000 €","No","3"
2,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",73,"Catalunya","Pitjor","Mai","Tots els dies","Amb menys freqüència","Tots els dies","Tots els dies","No té cap canal habitual","No té cap emissora habitual","No llegeix diaris","No ho sap","Incorrecte","No ho sap","No ho sap","No ho sap","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Màster oficial universitari (Especialitats mèdiques o equivalent)","Dona","Heterosexual","Casat/ada","Castellà","Castellà","No","Sí","No","No","No","Parella sense fills/es","No contesta","No","1"
1,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",23,"Catalunya","Igual","1-2 dies per setmana","3-4 dies per setmana","3-4 dies per setmana","Mai","5-6 dies per setmana","La Sexta","Rac 1","El País","Incorrecte","No ho sap","Aproximat","3","16","Sí","Altres comunitats autònomes","Catalunya","Blanc/a","Cap: Ateisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Bisexual","Solter/a","Totes dues igual: català (valencià / balear) i castellà","Català (valencià / balear)","No","No","No","No","No","Jo sol/a","De 301 a 600 €","No","3"
3,"Barcelona","2.001-10.000 habitants","Anoia","Sí, tinc la ciutadania (espanyola)","Masculí",42,"Catalunya","Igual","Mai","Tots els dies","Mai","Mai","1-2 dies per setmana","La Sexta","No escolta els informatius","No llegeix diaris","No ho sap","Aproximat","Correcte","6","16","No","Catalunya","Catalunya","Blanc/a","Cap: Agnosticisme","Treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Parella de fet","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","No","No","Parella amb fills/es","De 3.001 a 4.000 €","No","2"
2,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",69,"Altres comunitats autònomes","Igual","Amb menys freqüència","Tots els dies","Tots els dies","Mai","Amb menys freqüència","No té cap canal habitual","No té cap emissora habitual","La Vanguardia (castellà)","Correcte","Aproximat","Aproximat","3","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","No","Sí","No","Parella sense fills/es","No ho sap","No","1"
4,"Barcelona","2.001-10.000 habitants","Anoia","Sí, tinc la ciutadania (espanyola)","Femení",18,"Catalunya","Igual","Tots els dies","Tots els dies","Mai","Tots els dies","Tots els dies","TV3","Rac 1","Ara","No ho sap","Correcte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Cap: Ateisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","Sí","No","Parella amb fills/es","De 2.401 a 3.000 €","No","3"
1,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",58,"Altres comunitats autònomes","Pitjor","Tots els dies","Tots els dies","Tots els dies","Mai","3-4 dies per setmana","La Sexta","SER","Eldiario.es","Correcte","Correcte","Correcte","6","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Ateisme","No treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Divorciat/ada","Castellà","Castellà","No","Sí","No","Sí","No","Jo sol/a","De 2.401 a 3.000 €","No","3"
1,"Barcelona","2.001-10.000 habitants","Anoia","Sí, tinc la ciutadania (espanyola)","Masculí",42,"Catalunya","Pitjor","Mai","Tots els dies","Tots els dies","1-2 dies per setmana","Mai","TV3","Altres emissores estatals","No llegeix diaris","No ho sap","Aproximat","Incorrecte","5","15","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Home","Heterosexual","Separat/ada","Català (valencià / balear)","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","No","No","No","Jo sol/a","De 1.201 a 1.800 €","No","2"
3,"Barcelona","2.001-10.000 habitants","Anoia","Sí, tinc la ciutadania (espanyola)","Femení",46,"Catalunya","Pitjor","5-6 dies per setmana","5-6 dies per setmana","5-6 dies per setmana","Mai","1-2 dies per setmana","TV3","RAC 105","No té cap diari habitual","No ho sap","Correcte","Correcte","6","16","Sí","Catalunya","Catalunya","Blanc/a","Cap: Agnosticisme","Treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Dona","Heterosexual","Divorciat/ada","Totes dues igual: català (valencià / balear) i castellà","Català (valencià / balear)","Sí","No","No","No","Sí","Monoparental: pare/mare amb fills/es","De 1001 a 1200 €","No","3"
1,"Barcelona","150.001-1.000.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Masculí",62,"Catalunya","Pitjor","Amb menys freqüència","5-6 dies per setmana","5-6 dies per setmana","Tots els dies","5-6 dies per setmana","TV3","Onda Cero","La Vanguardia (castellà)","No ho sap","Aproximat","Incorrecte","6","18","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Educació secundaria (ESO, EGB, Graduat Escolar, Certificat d’Escolaritat, Batxillerat Elemental)","Home","Heterosexual","Divorciat/ada","Castellà","Castellà","No","No","No","No","Sí","Jo sol/a","De 301 a 600 €","No","3"
4,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",37,"Catalunya","Pitjor","3-4 dies per setmana","3-4 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","5-6 dies per setmana","TV3","Rac 1","La Vanguardia (català)","No ho sap","Correcte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","Màster oficial universitari (Especialitats mèdiques o equivalent)","Dona","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","No","No","Parella amb fills/es","No contesta","No","3"
4,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",42,"Fora d'Espanya","Pitjor","1-2 dies per setmana","3-4 dies per setmana","Mai","Mai","Mai","Telecinco","No escolta la ràdio / No té ràdio","La Vanguardia (castellà)","No ho sap","No ho sap","Aproximat","3","16","No","Fora d'Espanya","Fora d'Espanya","Llatí/ina","Catolicisme","Treballa","Educació secundaria (ESO, EGB, Graduat Escolar, Certificat d’Escolaritat, Batxillerat Elemental)","Dona","Heterosexual","Solter/a","Castellà","Castellà","Sí","No","No","No","No","Monoparental: pare/mare amb fills/es i altres familiars","De 1001 a 1200 €","No","2"
2.70733137829912,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",43,"Catalunya","Igual","Tots els dies","Mai","Mai","Mai","No ho sap","No veu la TV / No té TV","No escolta la ràdio / No té ràdio","Eldiario.es","No ho sap","Correcte","Aproximat","4","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Romaní/Gitano/a","No ho sap","Treballa","No contesta","No contesta","No contesta","No contesta","Castellà","Castellà","No","No","No","No","No","No contesta","No contesta","No","1"
3,"Barcelona","150.001-1.000.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Femení",47,"Catalunya","Igual","Tots els dies","Mai","Mai","Tots els dies","5-6 dies per setmana","No mira els informatius","No escolta els informatius","VILAWEB","Correcte","Correcte","Correcte","6","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Agnosticisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Dona","Heterosexual","Casat/ada","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","No","No","No","Parella amb fills/es","De 2.001 a 2.400 €","No","3"
2,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",59,"Catalunya","Igual","Mai","3-4 dies per setmana","Mai","Mai","1-2 dies per setmana","No té cap canal habitual","No escolta la ràdio / No té ràdio","No llegeix diaris","Correcte","Aproximat","Aproximat","5","16","Sí","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Altres","No treballa","Diplomatura (Només diplomatures oficials, no codificar aquí els tres primers anys d’una llicenciatura o grau de més)","Home","Heterosexual","Divorciat/ada","Castellà","Castellà","No","Sí","No","No","No","Monoparental: pare/mare amb fills/es","De 601 a 900 €","Sí","2"
2,"Barcelona","150.001-1.000.000 habitants","Vallès Occidental","Sí, tinc la ciutadania i una altra","Femení",48,"Fora d'Espanya","Igual","1-2 dies per setmana","Tots els dies","Mai","1-2 dies per setmana","Amb menys freqüència","Telecinco","No escolta la ràdio / No té ràdio","No ho sap","No ho sap","No ho sap","Incorrecte","5","18","No","Fora d'Espanya","Fora d'Espanya","Llatí/ina","Cristianisme evangèlic/protestant","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Heterosexual","Casat/ada","Castellà","Castellà","Sí","No","No","No","No","Parella sense fills/es","De 1.801 a 2.000 €","Sí","1"
5,"Barcelona","150.001-1.000.000 habitants","Vallès Occidental","Sí, tinc la ciutadania (espanyola)","Masculí",56,"Fora d'Espanya","Pitjor","1-2 dies per setmana","Tots els dies","Mai","Tots els dies","3-4 dies per setmana","Antena 3","No escolta la ràdio / No té ràdio","Diari de Terrassa","No ho sap","No ho sap","Aproximat","3","16","No","Fora d'Espanya","Fora d'Espanya","Magribí/ina o àrab","Islam","No treballa","Educació secundaria (ESO, EGB, Graduat Escolar, Certificat d’Escolaritat, Batxillerat Elemental)","Home","Heterosexual","Casat/ada","Altres llengües o altres combinacions","Altres llengües o altres combinacions","Sí","Sí","No","No","Sí","Parella amb fills/es","De 601 a 900 €","Sí","2"
